id,state,month,year,dayweek,crash_type,bus_involvement,rigid_truck_involvement,articulated_truck_involvement,speed_limit,road_user,gender,age,time
78666773,California,February,2021,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,58,15:46
25998887,New York,August,2018,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,unknown1,Male,50,8:32
80981259,Nevada,November,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,Pedestrian,Female,95,1:07
53990377,Connecticut,November,2018,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Pedestrian,Male,82,17:42
81909236,Delaware,January,2022,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Female,84,19:30
31151433,Florida,April,2020,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Female,71,5:19
39879811,California,July,2017,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Male,83,6:46
95194358,Colorado,March,2020,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,80,Passenger,Male,90,10:45
93522451,Georgia,October,2017,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,24,19:46
77489330,Florida,February,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Male,64,4:13
00603660,Georgia,January,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Male,52,19:11
86452090,Washington,July,2016,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,unknown2,Male,56,22:42
44488653,Florida,January,2016,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,unknown1,Female,61,9:03
50610910,Indiana,December,2016,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Motorcycle rider,Female,27,10:14
92902888,Connecticut,January,2022,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Driver,Female,35,15:27
79686183,California,February,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Motorcycle rider,Male,94,12:25
07563183,Tennessee,January,2018,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Passenger,Male,69,10:10
05452621,California,June,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Passenger,Male,83,11:09
31566989,Kentucky,March,2022,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Male,28,8:24
81995819,California,December,2020,Thursday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Female,56,4:47
32447146,Pennsylvania,February,2020,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown1,Female,47,11:56
65285581,California,August,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Pedestrian,Male,66,7:43
68377879,Louisiana,November,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Female,90,16:51
22770756,Texas,May,2020,Wednesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,100,Pedestrian,Female,52,1:40
99791139,Georgia,February,2021,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,70,Passenger,Female,28,2:29
19769540,Virginia,December,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Driver,Male,48,22:42
33289093,Texas,June,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Male,14,11:47
76362576,Virginia,February,2020,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Driver,Female,76,9:38
77710597,Colorado,May,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown2,Male,36,0:36
01606632,Minnesota,February,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,unknown2,Male,30,5:11
33477368,Alabama,September,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Female,18,9:12
75860022,Kentucky,September,2017,Friday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown2,Female,23,19:53
36440075,New Mexico,September,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Female,87,21:20
19221395,Nebraska,April,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown2,Female,37,6:40
80118492,Ohio,February,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,83,19:23
90486012,Ohio,September,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown2,Female,48,2:33
46243199,Texas,April,2018,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,14,3:13
98755894,Mississippi,March,2021,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Passenger,Male,73,10:38
05166300,Washington,November,2022,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Passenger,Female,28,21:02
28154001,Pennsylvania,March,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,unknown1,Male,71,20:35
62655942,Oregon,June,2016,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,95,21:39
09840923,District of Columbia,September,2017,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Male,16,21:11
78802564,Florida,January,2022,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Male,29,0:41
18713280,Oklahoma,February,2017,Wednesday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,40,unknown2,Female,17,12:08
80377212,North Carolina,December,2015,Monday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,80,Passenger,Female,85,8:15
19919043,Georgia,February,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Female,44,1:41
14880814,California,April,2021,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Passenger,Male,48,18:23
87477831,Missouri,November,2022,Thursday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,31,17:57
77439875,California,October,2022,Sunday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,70,Passenger,Female,61,20:26
26014173,Ohio,February,2018,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,unknown2,Female,51,15:21
32333338,California,September,2015,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Pedestrian,Female,70,11:33
33144118,Ohio,October,2020,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,35,12:21
42736635,California,December,2017,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Passenger,Male,40,8:18
28510736,North Carolina,May,2016,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Female,11,2:05
65060687,Florida,March,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Male,85,15:14
03164745,Texas,February,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,45,21:28
82508224,Texas,February,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Pedestrian,Male,28,7:56
34746060,Colorado,June,2019,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Female,37,22:11
78397637,Arizona,November,2021,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Female,34,18:24
68591548,Ohio,May,2016,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,58,5:48
47085375,Georgia,June,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,68,12:19
71471574,Indiana,March,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,unknown1,Male,19,6:28
05552703,Minnesota,April,2019,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Male,98,18:57
44772154,Wisconsin,June,2016,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,unknown2,Male,73,10:52
82199986,Ohio,February,2022,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Female,25,3:43
21049219,Pennsylvania,November,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Male,27,14:25
30818288,New Hampshire,September,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Female,97,3:08
24104286,Florida,May,2019,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,51,3:15
80750139,Louisiana,November,2016,Friday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,unknown2,Female,22,13:32
03473768,North Carolina,July,2017,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,unknown2,Male,76,12:49
36248135,West Virginia,December,2015,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,39,3:55
69386089,California,November,2017,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Driver,Female,58,11:54
58818936,Washington,March,2020,Monday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,50,Passenger,Male,37,5:29
54803896,North Carolina,November,2016,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Driver,Male,54,16:09
21133076,Pennsylvania,February,2020,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Female,58,15:24
70954218,Missouri,May,2017,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Male,75,2:42
24451524,New York,August,2019,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Female,82,2:30
33459493,District of Columbia,April,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,74,2:35
05406583,Pennsylvania,April,2015,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Pedestrian,Male,66,0:12
69105395,California,November,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Female,97,23:00
92738177,Florida,December,2015,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Male,12,15:27
75900140,Massachusetts,August,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,60,2:10
09923694,Texas,December,2017,Tuesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Passenger,Male,62,10:52
22327923,Florida,June,2017,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Female,15,14:02
06784952,Ohio,February,2015,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Male,52,3:44
97736123,North Carolina,December,2015,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Driver,Female,46,2:43
70504842,Arizona,August,2021,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Female,61,13:15
39784958,California,December,2022,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Motorcycle rider,Male,21,16:31
78957241,Georgia,September,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Female,82,17:56
90601823,Michigan,February,2017,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Pedestrian,Female,26,6:43
56436937,North Carolina,May,2022,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,80,unknown1,Female,73,13:22
83277910,Kansas,January,2019,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Female,46,14:11
87521232,New York,December,2019,Wednesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,unknown2,Male,23,3:51
19277266,District of Columbia,February,2016,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,unknown2,Male,43,10:10
34511474,Massachusetts,September,2017,Friday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown2,Male,59,11:35
80692355,Michigan,May,2019,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,unknown2,Female,64,17:12
00315149,Idaho,May,2016,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Motorcycle rider,Male,26,21:43
33657260,Massachusetts,November,2020,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,50,Driver,Male,12,6:17
34299382,Ohio,October,2021,Friday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Passenger,Female,56,9:56
99722225,California,January,2016,Monday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,100,6:15
97481464,Texas,June,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Passenger,Male,31,1:36
42309515,Indiana,December,2019,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Male,56,20:29
98910493,Hawaii,December,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Female,51,12:09
73297113,Alabama,September,2019,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,unknown1,Male,58,12:12
63703441,Colorado,January,2018,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,Passenger,Female,18,18:47
58318679,Pennsylvania,December,2015,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,50,Pedestrian,Female,77,1:36
60681063,South Dakota,July,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Motorcycle rider,Male,79,23:35
32231352,Colorado,October,2018,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Pedestrian,Male,54,12:08
33155365,Montana,September,2021,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Female,29,13:12
76587115,Georgia,August,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Pedestrian,Male,55,21:41
12026580,California,July,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Driver,Male,47,21:58
28501485,Texas,April,2019,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Motorcycle rider,Male,32,12:15
83410567,Texas,February,2015,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Male,66,7:23
12621390,Alabama,July,2022,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,40,Driver,Male,46,11:44
53951932,Texas,December,2021,Monday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Male,12,2:32
55064623,Nebraska,July,2021,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Male,52,6:17
39912647,Arizona,January,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Pedestrian,Male,30,14:13
73946917,Florida,June,2019,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Pedestrian,Male,49,13:50
47819090,Michigan,July,2022,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Male,61,2:14
26592376,Connecticut,September,2020,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Motorcycle rider,Male,39,19:48
51904237,Colorado,July,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Male,62,13:06
08631561,Pennsylvania,June,2016,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,48,5:52
60963063,Maryland,May,2015,Wednesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Male,88,1:29
06533348,California,November,2019,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Driver,Female,31,12:58
17319415,Florida,June,2021,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,38,15:17
30781641,North Carolina,May,2019,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,Pedestrian,Male,35,15:43
34417653,Tennessee,April,2020,Monday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown1,Female,29,15:22
58605422,Pennsylvania,February,2021,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Driver,Male,54,19:06
79842965,New York,January,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,49,17:42
93385981,New York,July,2022,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Pedestrian,Male,48,0:04
41578081,Mississippi,June,2021,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,63,20:08
02760421,Texas,April,2018,Wednesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Male,13,3:49
97364780,New York,December,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,87,5:15
84777524,Texas,March,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,unknown2,Male,81,9:18
42821528,Texas,June,2015,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Male,26,0:51
35333672,Georgia,March,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Male,10,11:06
60236087,Minnesota,February,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,94,16:47
97196518,North Carolina,August,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Motorcycle rider,Female,98,13:59
85191920,Iowa,August,2019,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Female,60,21:47
33137864,Colorado,July,2020,Monday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Male,74,23:40
72299084,Louisiana,October,2019,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Female,10,6:55
28353398,Kentucky,October,2020,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Driver,Female,46,10:46
81781976,Michigan,January,2017,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,60,unknown2,Female,20,1:59
10824369,Missouri,February,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Driver,Male,44,2:37
88565160,California,January,2021,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Female,72,23:33
42609754,Washington,November,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Female,44,12:27
45086793,North Carolina,November,2015,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Passenger,Male,26,20:54
10674639,Colorado,May,2017,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,58,3:19
68270334,Tennessee,October,2015,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Female,46,1:44
82078517,Minnesota,July,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Motorcycle rider,Female,63,22:32
06531841,California,April,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Female,50,7:43
54765139,New York,October,2020,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Male,17,8:59
70213001,Ohio,March,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Female,23,15:55
71011185,Nevada,March,2021,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,54,7:13
81508232,Georgia,February,2018,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Female,21,9:49
76433612,Arizona,July,2016,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Passenger,Female,43,1:55
81759990,Washington,September,2015,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Driver,Female,99,14:41
40320144,Illinois,September,2019,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Passenger,Male,47,14:27
46220169,New York,December,2015,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Male,52,0:46
41428490,Pennsylvania,April,2018,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Pedestrian,Male,65,17:43
53635825,Ohio,July,2019,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Passenger,Male,29,0:05
96139914,Washington,October,2017,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Pedestrian,Male,31,5:37
78081480,California,May,2019,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Pedestrian,Male,28,10:18
32320565,Florida,March,2019,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Male,10,12:46
74426338,Indiana,October,2021,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Female,60,4:03
68513208,California,June,2022,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Driver,Female,46,14:40
39193883,Ohio,September,2022,Wednesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,40,unknown2,Female,84,1:24
64332423,West Virginia,October,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Passenger,Female,52,17:37
87022062,Florida,March,2021,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,unknown2,Female,52,9:10
07811493,District of Columbia,February,2022,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,unknown2,Female,69,17:30
87158507,Virginia,August,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Female,29,14:23
93753506,Georgia,November,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Male,13,11:45
48825897,Missouri,November,2015,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,unknown2,Male,16,16:35
86690037,Oklahoma,March,2021,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,unknown2,Male,100,14:07
30030952,Florida,November,2015,Saturday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,70,Driver,Male,33,17:20
50453654,Maryland,July,2020,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Driver,Female,91,18:52
56118167,Wisconsin,May,2021,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Female,40,15:55
32827336,Georgia,April,2019,Monday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Pedestrian,Male,92,13:49
10395208,Missouri,January,2022,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Male,62,16:35
25791077,Washington,November,2020,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,unknown2,Female,95,14:58
91143497,Texas,November,2015,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Driver,Female,89,5:35
98436522,Texas,September,2019,Wednesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown2,Male,25,2:36
72287406,Louisiana,May,2018,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown2,Female,32,13:02
38159613,South Carolina,May,2017,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Female,79,17:34
49556271,Texas,February,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,32,2:17
29426863,Florida,March,2021,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,unknown1,Male,83,0:50
09016927,Georgia,December,2021,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Passenger,Male,75,11:39
95031406,Michigan,August,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Female,28,23:51
98935664,District of Columbia,December,2016,Thursday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,40,Pedestrian,Male,53,19:05
54929601,Tennessee,April,2015,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,unknown2,Male,98,19:41
92191592,California,September,2018,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,62,23:57
54987428,California,November,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,37,23:46
14027609,North Carolina,August,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Female,84,6:23
63977887,Florida,November,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Male,41,20:20
20948765,Montana,March,2018,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,46,17:01
68226565,Minnesota,March,2018,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Female,77,9:57
75182233,California,April,2022,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,50,unknown2,Male,22,13:22
57738369,Virginia,January,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Male,67,11:06
18695501,California,January,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Female,41,22:32
63460459,California,February,2021,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Female,42,21:42
42295920,Maryland,February,2016,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,70,Passenger,Male,84,10:41
04050285,New Mexico,September,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,unknown2,Female,27,12:27
69478412,Oklahoma,July,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Passenger,Female,68,17:36
53624966,West Virginia,November,2020,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,unknown2,Female,60,3:36
